Key,File,Type,english,german,latam,french,italian,japanese,polish,brazilian,russian,turkish,schinese,tchinese,spanish,bulgarian,czech,danish,greek,estonian,finnish,hungarian,indonesian,lithuanian,latvian,dutch,romanian,slovak,slovenian,swedish
ocbWallLight01,blocks,block,Powered Wall Light,Elektrische Wandleuchte,"Lámpara de pared motorizada","Applique électrique",Lampada da parete alimentata,"パワードウォールライト",Powered Wall Light,Luz de Parede Accionada,"Настенный светильник с питанием","Elektrikli Duvar Işığı","供电壁灯","供電壁燈","Lámpara de pared motorizada","Захранвана стенна светлина","Napájené nástěnné světlo","Driven væglampe","Powered φως τοίχου",Elektritoitega seinavalgusti,"Powered seinävalo","Powered fali lámpa",Lampu Dinding Bertenaga,"Maitinamas sieninis šviestuvas","Ar strāvu darbināms sienas apgaismojums",Gevoede wandlamp,Lumina de perete alimentat,"Napájané nástenné svetlo","Stenska luč z napajanjem","Drivna vägglampor"
ocbExitSign01,blocks,block,Powered Exit Sign,Elektrisches Ausfahrtsschild,"Señal de salida motorizada","Panneau de sortie motorisé",Segnale di uscita alimentato,"電源付き退出口サイン",Powered Exit Sign,"Sinal de saída alimentado","Приводимый в действие знак выхода","Elektrikli Çıkış İşareti","电动出口标志","電動[出齣]口標志","Señal de salida motorizada","Захранван знак за изход","Výstupní značka s napájením",Elektrisk drevet udgangsskilt,"Ηλεκτροκίνητη πινακίδα εξόδου","Elektriajamiga väljapääsumärk",Powered Exit Sign,"Kijárati jelzőtábla",Tanda Keluar Bertenaga,"Maitinamas išėjimo ženklas","Strāvas izejas zīme",Aangedreven Exit Sign,"Semnul de ieșire alimentat","Napájaný výstupný znak",Znak za izhod z napajanjem,"Elektrisk utgångsskylt"
ocbOpenSign01,blocks,block,Powered Open Sign,Powered Open Schild,Cartel de abierto con motor,"Panneau ouvert motorisé",Segno di apertura alimentato,"パワードオープンサイン",Powered Open Sign,Sinal aberto alimentado,"Открытый знак с питанием","Güçlendirilmiş Açık Tabela","动力型开放标志","動力型開放標志",Cartel de abierto con motor,"Отворен знак","Otevřený nápis Powered",Powered Open-skilt,Powered Open Sign,"Powered Open märk",Powered Open -kyltti,Powered Open jel,Tanda Terbuka Bertenaga,"""Powered Open"" ženklas","Powered Open zīme",Aangedreven Open Teken,Semnul Powered Open,"Otvorené znamenie Powered",Odprt znak z napajanjem,Powered Open Sign
ocbDeskLamp01,blocks,block,Powered Desk Lamp,Elektrische Schreibtischlampe,"Lámpara de escritorio con alimentación","Lampe de bureau alimentée",Lampada da tavolo alimentata,"電源付きデスクランプ",Powered Desk Lamp,"Lâmpada de mesa alimentada","Настольная лампа с питанием","Elektrikli Masa Lambası","电动台灯","電動[台臺檯颱]燈","Lámpara de escritorio con alimentación","Захранвана настолна лампа","Stolní lampa s napájením",Elektrisk drevet skrivebordslampe,"Powered λαμπτήρας γραφείου",Elektritoitega laualamp,"Powered pöytävalaisin","Elektromos asztali lámpa",Lampu Meja Bertenaga,"Maitinamas stalinis šviestuvas","Strāvas galda lampa",Aangedreven bureaulamp,"Lampă de birou alimentată","Stolová lampa s napájaním","Namizna svetilka z električno energijo","Skrivbordslampa med strömförsörjning"
ocbTableLamp01,blocks,block,Powered Table Lamp,Elektrische Tischlampe,"Lámpara de mesa eléctrica","Lampe de table alimentée",Lampada da tavolo alimentata,"パワードテーブルランプ",Powered Table Lamp,"Lâmpada de mesa alimentada","Настольная лампа с питанием","Elektrikli Masa Lambası","电动台灯","電動[台臺檯颱]燈","Lámpara de mesa eléctrica","Захранвана настолна лампа","Stolní lampa s napájením",Driven bordlampe,"Powered επιτραπέζια λάμπα",Elektritoitega laualamp,"Powered pöytävalaisin","Elektromos asztali lámpa",Lampu Meja Bertenaga,"Maitinamas stalinis šviestuvas","Strāvas galda lampa",Aangedreven tafellamp,"Lampă de masă alimentată","Stolová lampa s napájaním","Namizna svetilka z električno energijo",Drivna bordslampa
ocbCeilingFanLight01,blocks,block,Powered Ceiling Fan Light,Elektrischer Deckenventilator Licht,Luz del ventilador de techo con motor,"Lampe de ventilateur de plafond motorisée",Luce del ventilatore a soffitto alimentato,"電動シーリングファンライト",Powered Ceiling Fan Light,Ventilador de teto com luz,"Потолочный вентилятор с питанием","Elektrikli Tavan Vantilatörü Işığı","电动吊扇灯","電動吊扇燈",Luz del ventilador de techo con motor,"Захранване на светлината на таванния вентилатор","Napájené světlo stropního ventilátoru",Powered loftsventilator lys,"Powered ανεμιστήρα οροφής φως",Powered lae ventilaatori valgus,Powered kattotuuletin valo,"Powered mennyezeti ventilátor fény",Lampu Kipas Langit-langit Bertenaga,"Maitinama lubų ventiliatoriaus šviesa",Powered Griestu ventilatora gaisma,Aangedreven plafond ventilator licht,Alimentat ventilator de tavan lumina,"Poháňané svetlo stropného ventilátora",Powered stropni ventilator svetlobe,"Powered takfläkt ljus"
ocbFluorescentLight01,blocks,block,Powered Fluorescent Light,"Leuchtstoffröhre mit Stromanschluss","Lámpara fluorescente con alimentación","Lampe fluorescente alimentée",Luce fluorescente alimentata,"電源付き蛍光灯",Powered Fluorescent Light,Luz Fluorescente Potente,"Люминесцентный светильник с питанием","Enerjili Floresan Işık","供电荧光灯","供電熒光燈","Lámpara fluorescente con alimentación","Захранвана флуоресцентна светлина","Napájené zářivkové světlo","Elektrisk lysstofrør","Φως φθορισμού με τροφοδοσία",Elektritoitega luminofoorlamp,Powered loisteputkivalo,"Powered fluoreszkáló fény",Lampu Fluoresen Bertenaga,"maitinama liuminescencinė lemputė","Strādājot ar luminiscences gaismu",Fluorescerend licht,"Lumina fluorescentă alimentată","Napájané žiarivkové svetlo","Fluorescenčna svetloba z napajanjem","Strömningsljus med strömförsörjning"
ocbTrackLight01,blocks,block,Powered Track Light,Stromschienenleuchte,Luz de carril motorizada,"Lampadaire électrique",Luce a binario alimentata,"パワードトラックライト",Powered Track Light,Luz de trilho alimentada,"Трековый светильник с питанием","Elektrikli Ray Işığı","电动轨道灯","電動軌道燈",Luz de carril motorizada,"Захранвана светлина за писта",Powered Track Light,Elektrisk sporlys,Powered Track Light,"Elektritoitega rööbastee valgus",Powered Track Light,Powered Track Light,Lampu Track Bertenaga,"Maitinama bėgių šviesa","Ar strāvas padevi darbināms sliežu ceļa apgaismojums",Aangedreven Track Light,Powered Track Light,Powered Track Light,Powered Track Light,Powered Track Light
ocbChandelierLight01,blocks,block,Powered Chandelier Light,Elektrischer Kronleuchter,"Lámpara de araña motorizada","Luminaire alimenté",Lampadario alimentato,"パワードシャンデリアライト",Powered Chandelier Light,Lustre de luz accionado,"Светильник-люстра с питанием","Elektrikli Avize Işığı","电动吊灯","電動吊燈","Lámpara de araña motorizada","Захранване на полилейна светлина","Napájené lustrové světlo",Drevet lysekrone lys,"Powered πολυέλαιος φως","Powered lühtri valgus",Powered kattokruunu valo,"Powered csillár fény",Lampu Gantung Bertenaga,"Maitinama šviestuvo šviesa",Powered lustra gaisma,Aangedreven Kroonluchter Licht,Lumina de candelabru alimentat,"Napájané lustrové svetlo",Powered Chandelier Light,Powered Chandelier Light
ocbWorkLight01,blocks,block,Powered Work Light,Elektrisches Arbeitslicht,"Luz de trabajo eléctrica","Lampe de travail motorisée",Luce da lavoro alimentata,"パワードワークライト",Zasilana lampa robocza,Luz de trabalho alimentada,"Рабочее освещение с питанием","Elektrikli Çalışma Işığı","电动工作灯","電動工作燈","Luz de trabajo eléctrica","Захранване на работна светлина","Napájené pracovní světlo",Elektrisk arbejdslys,"Φως εργασίας με ρεύμα","Elektritoitega töövalgus","Powered työvalo","Elektromos munkafény",Lampu Kerja Bertenaga,"Maitinama darbo šviesa","Strādājoša darba gaisma",Aangedreven werklicht,Lumina de lucru alimentat,"Napájané pracovné svetlo","Delovna luč z napajanjem","Arbetsljus med strömförsörjning"
ocbMastLamp01,blocks,block,Powered Mast Lamp,Elektrische Mastleuchte,"Lámpara de mástil motorizada","Lampe de mât motorisée",Lampada ad albero alimentata,"パワードマストランプ",Powered Mast Lamp,"Lâmpada de mastro alimentada","Мачтовый фонарь с питанием","Elektrikli Direk Lambası","电动桅杆灯","電動桅杆燈","Lámpara de mástil motorizada","Захранване на мачтата лампа","Stožárová lampa s napájením",Elektrisk drevet mastelampe,"Λαμπτήρας ιστού με τροφοδοσία",Elektritoitega mastlamp,"Sähkökäyttöinen mastolamppu","Elektromos árboclámpa",Lampu Tiang Bertenaga,"Maitinamas stiebinis žibintas","Strāvas masta lampa",Aangedreven Mast Lamp,"Lampă cu catarg alimentat","Stožiarové svietidlo s napájaním",Napajana svetilka na drogu,Drivna mastlampor
ocbStreetLight01,blocks,block,Powered Street Light,"Elektrische Straßenlaterne","Farolas eléctricas","Lampadaire électrique",Illuminazione stradale alimentata,"電源付き街路灯","Zasilane światło uliczne",Luzes de rua com energia,"Уличное освещение с питанием","Elektrikli Sokak Lambası","供电路灯","供電路燈","Farolas eléctricas","Захранвана улична светлина","Napájené pouliční osvětlení",Drevet gadebelysning,Powered Street Light,"Elektritoitega tänavavalgustus",Powered Street Light,Powered Street Light,Lampu Jalan Bertenaga,"Maitinamas gatvės apšvietimas","Strāvas ielu apgaismojums",Aangedreven Straatlantaarn,"Lumina stradală alimentată","Napájané pouličné osvetlenie",Powered Street Light,Drivna gatubelysningslampor
bookTechJunkie8Complete,UI,Menu,All Tech Junkie Volumes,"Alle Tech Junkie-Bände","Todos los volúmenes de Tech Junkie",Tous les volumes de Tech Junkie,Tutti i volumi di Tech Junkie,"Tech Junkie全巻",Wszystkie tomy Tech Junkie,Todos os volumes de Tech Junkie,"Все тома Tech Junkie","Tüm Tech Junkie Ciltleri","所有的 ""技术迷 ""卷","所有的 ""技術迷 ""[卷捲]","Todos los volúmenes de Tech Junkie","Всички томове на Tech Junkie","Všechny svazky Tech Junkie","Alle Tech Junkie-bånd","Όλοι οι τόμοι Tech Junkie","Kõik Tech Junkie köited",Kaikki Tech Junkie -teokset,"Minden Tech Junkie kötet",Semua Volume Tech Junkie,"Visi ""Tech Junkie"" tomai","Visi Tech Junkie sējumi",Alle Tech Junkie Volumes,Toate volumele Tech Junkie,"Všetky zväzky Tech Junkie",Vsi zvezki Tech Junkie,Alla Tech Junkie volymer
